NAME,TYPE,MATERIAL,APERTYPE,L,AT_ENTRY,AT_CENTER,AT_EXIT,TILT,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K1S,K2S,K3S,K4S,K5S,K6S,K7S,K8S,K9S,K10S,K11S,K12S,B,E,E1,E2,HGAP,FINT,FINTX,APERTURE1,APERTURE2,APERTURE3,APERTURE4,ENTRY_X,ENTRY_Y,ENTRY_Z,CENTER_X,CENTER_Y,CENTER_Z,EXIT_X,EXIT_Y,EXIT_Z,CLASS,APERTURE,ANGLE,MATRIX,WITH_LOSSES,KICK,APERTURE_UP,APERTURE_DOWN,CHAMBER,CHAMBER_UP,CHAMBER_DOWN,n_particles
DRIFT_T4G_Y,drift,G4_STAINLESS-STEEL,circular,0.1752738356590271 meter,8.738737165927887,8.8263740837574,8.914011001586914,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.2458640976114157e-16,2.034650477964479,8.042898030689964,-1.2803574536541628e-16,2.0909824033273883,8.11003180511896,-1.3148508096969096e-16,2.147314328690297,8.177165579547955,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,18420
DRIFT_Q7G,drift,G4_STAINLESS-STEEL,circular,0.18472616374492645 meter,8.914011552929878,9.006374634802341,9.098737716674805,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.314850811271285e-16,2.1473143312614473,8.177165582612131,-1.3512043562146162e-16,2.2066841756421165,8.247919807944553,-1.3875579011579475e-16,2.266054020022785,8.318674033276976,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,15301
Q7G,quadrupole,G4_Fe,circular,0.28999999165534973 meter,9.098737686872482,9.243737682700157,9.388737678527832,0.0 radian,5.080336387537763 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.387557902732323e-16,2.2660540225939356,8.318674036341154,-1.4446290174155526e-16,2.3592582259984844,8.429750480593405,-1.5017001320987818e-16,2.4524624294030324,8.540826924845659,Quadrupole,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,13595
DRIFT_P3G,drift,G4_STAINLESS-STEEL,circular,0.11952058970928192 meter,9.38873727619648,9.44849757105112,9.508257865905762,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.5017001336731574e-16,2.452462431974183,8.540826927909837,-1.5252214215011248e-16,2.4908756101155762,8.586605970962804,-1.548742709329092e-16,2.5292887882569697,8.632385014015771,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,13595
DRIFT_SL3G,drift,G4_STAINLESS-STEEL,circular,0.046161916106939316 meter,9.508256647735834,9.531337605789304,9.554418563842773,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.5487427109034677e-16,2.5292887908281205,8.63238501707995,-1.5578272346548173e-16,2.5441249440074283,8.650066055931667,-1.566911758406167e-16,2.5589610971867365,8.667747094783387,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,13595
SL3G,rcol,G4_Ni,rectangular,0.05999999865889549 meter,9.554418984800577,9.584418984130025,9.614418983459473,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02249999998960265 meter,0.0275 meter,0.0,0.0,-1.5669117599805424e-16,2.558961099757887,8.667747097847565,-1.5787195768115555e-16,2.578244728048483,8.690728431141135,-1.5905273936425684e-16,2.5975283563390796,8.713709764434704,RectangularCollimator,"[<Quantity(0.02249999998960265, 'meter')>, <Quantity(0.0275, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.0275,0.0275,0,0,0,11569
DRIFT_B2G,drift,G4_STAINLESS-STEEL,circular,0.30992743372917175 meter,9.614419490098953,9.76938320696354,9.924346923828125,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.590527395216944e-16,2.59752835891023,8.713709767498882,-1.6515201675843085e-16,2.697137115344869,8.832418860833705,-1.7125129399516728e-16,2.7967458717795077,8.951127954168527,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,11569
B2G,sbend,G4_Fe,rectangular,1.832595704820335 meter,9.924347044203103,10.84064489661327,11.756942749023438,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0507746934890747 tesla,0.0,-0.1745329201221466 radian,-0.2617993950843811 radian,0.0 meter,0.0,0.0,0.049 meter,0.022 meter,0.025,0.025,-1.804343998694276e-16,2.946717371817788,10.665309372262405,-1.804343983386192e-16,2.9467173468177896,10.665309415563675,-1.8043439680781077e-16,2.9467173218177916,10.665309458864947,SBend,"[<Quantity(0.049, 'meter')>, <Quantity(0.022, 'meter')>]",-1.2217304763960306 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.022,0.022,0,0,0,11569
DRIFT_P4G,drift,G4_STAINLESS-STEEL,circular,0.21210914850234985 meter,11.756942212581635,11.86299678683281,11.969051361083984,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.8043439668534608e-16,2.946717319817791,10.665309462329049,-1.7718741195088526e-16,2.89369003494314,10.757155413919374,-1.7394042721642442e-16,2.8406627500684887,10.849001365509698,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]]",False,,0.02975,0.02975,0,0,0,11569
DRIFT_SMX,drift,G4_STAINLESS-STEEL,circular,0.1056017354130745 meter,11.969051890075207,12.021852757781744,12.074653625488281,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.7394042709395973e-16,2.8406627480684885,10.8490013689738,-1.7232386670836142e-16,2.814262313482388,10.894728263018825,-1.7070730632276306e-16,2.787861878896288,10.940455157063848,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,11569
SMX_centre,hkicker,G4_Fe,circular,0.1589999943971634 meter,12.074653074145317,12.154153071343899,12.23365306854248,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.7070730620029837e-16,2.787861876896288,10.94045516052795,-1.6827332068699302e-16,2.7481118768962878,11.009304180128813,-1.6583933517368767e-16,2.708361876896288,11.078153199729677,HKicker,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,0.0,0.02975,0.02975,0,0,0,11569
DRIFT_SMY,drift,G4_STAINLESS-STEEL,circular,0.13034619390964508 meter,12.233654126524925,12.298827223479748,12.36400032043457,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.6583933505122298e-16,2.7083618748962874,11.078153203193779,-1.6384398447132205e-16,2.6757753269823885,11.134594759823932,-1.618486338914211e-16,2.6431887790684887,11.191036316454081,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,11569
SMY_centre,vkicker,G4_Fe,circular,0.10899999737739563 meter,12.36399957537651,12.418499574065208,12.472999572753906,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.618486337689564e-16,2.6431887770684885,11.191036319918183,-1.6018005250511817e-16,2.6159387770684885,11.238234704424434,-1.5851147124127987e-16,2.5886887770684885,11.285433088930688,VKicker,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,0.0,0.02975,0.02975,0,0,0,11569
DRIFT_B3G,drift,G4_STAINLESS-STEEL,circular,0.05543550103902817 meter,12.473000206053257,12.500717956572771,12.528435707092285,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.02975 meter,0.02975 meter,0.025,0.025,-1.5851147111881519e-16,2.5886887750684884,11.28543309239479,-1.5766285977143513e-16,2.574829900036587,11.30943736808579,-1.568142484240551e-16,2.560971025004686,11.33344164377679,Drift,"[<Quantity(0.02975, 'meter')>, <Quantity(0.02975, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,0.02975,0.02975,0,0,0,11569
B3G,sbend,none,circular,1.9447674751281738 meter,12.528284276580811,13.500668014144898,14.473051751708985,0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,0.136 meter,0.09 meter,0.0,0.0,-1.568142483015904e-16,2.5609710230046856,11.333441647240893,-1.6443174658575143e-16,1.756816176133952,11.797720664551854,-1.7204924486991244e-16,0.9526613292632184,12.261999681862813,Matrix,"[<Quantity(0.136, 'meter')>, <Quantity(0.09, 'meter')>]",-1.0471975511965976 radian,"[[ 0.29064529  1.44146942  0.          0.         -0.90457592  0.        ]
 [-0.57848159  0.41595611  0.          0.         -0.8266604   0.        ]
 [ 0.          0.          1.00004327  1.93950266  0.          0.        ]
 [ 0.          0.         -0.00394471  0.78265352  0.          0.        ]
 [ 0.          0.          0.          0.          1.00054802  0.        ]
 [ 0.          0.          0.          0.          0.          1.        ]]",False,,0.09,0.09,0,0,0,11569
B3G_WINDOW,scatterer,<class 'georges.fermi.materials.Titanium'>,circular,0.00015 meter,14.473051751708985,14.473126751708984,14.473201751708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136 meter,0.09 meter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scatterer,"[<Quantity(0.136, 'meter')>, <Quantity(0.09, 'meter')>]",0.0,0.0,False,,0.09,0.09,0,0,0,11569
DRIFT_IC1,gap,<class 'georges.fermi.materials.Air'>,circular,9.999999974752427e-07 meter,14.47320265905762,14.473203159057618,14.473203659057617,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,1 meter,1 meter,0.0,0.0,-1.7204929005369782e-16,0.9526603212632185,12.261999681862813,-1.7204931246628979e-16,0.9526598212632186,12.261999681862813,-1.7204933487888175e-16,0.9526593212632185,12.261999681862813,Degrader,"[<Quantity(1, 'meter')>, <Quantity(1, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,1.0,1.0,0,0,0,11569
IC1,element,<class 'georges.fermi.materials.Air'>,circular,0.047147203236818314 meter,14.473204206675291,14.4967778082937,14.52035140991211,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,1 meter,1 meter,0.0,0.0,-1.7204933505818249e-16,0.9526593172632185,12.261999681862813,-1.7310602601372405e-16,0.9290857172632185,12.261999681862813,-1.7416271696926558e-16,0.9055121172632186,12.261999681862813,Degrader,"[<Quantity(1, 'meter')>, <Quantity(1, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,1.0,1.0,0,0,0,11569
DRIFT_IC2,gap,<class 'georges.fermi.materials.Air'>,circular,0.30085280537605286 meter,14.520351380109787,14.670777782797813,14.82120418548584,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,1 meter,1 meter,0.0,0.0,-1.7416271714856632e-16,0.9055121132632186,12.261999681862813,-1.8090560819425619e-16,0.7550857132632184,12.261999681862813,-1.876484992399461e-16,0.6046593132632181,12.261999681862813,Degrader,"[<Quantity(1, 'meter')>, <Quantity(1, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,1.0,1.0,0,0,0,11569
IC2,element,<class 'georges.fermi.materials.Air'>,circular,0.047147203236818314 meter,14.821204733103514,14.844778334721923,14.868351936340332,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,1 meter,1 meter,0.0,0.0,-1.8764849941924684e-16,0.6046593092632181,12.261999681862813,-1.887051903747884e-16,0.581085709263218,12.261999681862813,-1.8976188133032994e-16,0.5575121092632181,12.261999681862813,Degrader,"[<Quantity(1, 'meter')>, <Quantity(1, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",False,,1.0,1.0,0,0,0,11569
DRIFT_ISO,gap,<class 'georges.fermi.materials.Air'>,circular,0.5575117468833923 meter,14.868351519107819,15.147107392549515,15.425863265991211,0.0 radian,0.0 / meter ** 2,0.0 / meter ** 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 / meter ** 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 tesla,0.0,0.0 radian,0.0 radian,0.0 meter,0.0,0.0,1 meter,1 meter,0.0,0.0,-1.8976188150963067e-16,0.5575121052632181,12.261999681862813,-2.022571637532972e-16,0.27875625526321784,12.261999681862813,-2.1475244599696369e-16,4.0526321754441596e-07,12.261999681862813,Degrader,"[<Quantity(1, 'meter')>, <Quantity(1, 'meter')>]",0.0 radian,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]
 [1. 1. 1. 1. 1. 1.]]",False,,1.0,1.0,0,0,0,11569
